id,course_id,name
192,22,Team 02
193,22,Team 03
194,22,Team 04
195,22,Team 05
196,22,Team 06
197,22,Team 07
198,22,Team 08
199,23,Team 01
200,23,Team 02
201,23,Team 03
202,23,Team 04
203,23,Team 05
204,23,Team 06
205,23,Team 07
206,23,Team 08
207,23,Team 09
208,23,Team 10
209,23,Team 11
210,23,Team 12
211,23,Team 13
212,24,Team 01
213,24,Team 02
214,24,Team 03
215,24,Team 04
216,24,Team 05
217,24,Team 06
218,24,Team 07
219,24,Team 08
220,24,Team 09
221,24,Team 10
222,25,Team 01
223,25,Team 02
224,25,Team 03
225,25,Team 04
226,25,Team 05
227,25,Team 06
228,25,Team 07
229,25,Team 08
230,25,Team 09
231,25,Team 10
232,26,Team 01
233,26,Team 02
234,26,Team 03
235,26,Team 04
236,26,Team 05
237,27,Team 01
238,27,Team 02
239,27,Team 03
240,27,Team 04
241,27,Team 05
242,27,Team 06
243,27,Team 07
244,28,Team 01
245,28,Team 02
246,28,Team 03
247,28,Team 04
248,28,Team 05
249,28,Team 06
250,28,Team 07
251,28,Team 08
252,28,Team 09
253,28,Team 10
254,28,Team 11
255,28,Team 12
256,29,Team 01
257,29,Team 02
258,29,Team 03
259,29,Team 04
260,29,Team 05
261,29,Team 06
262,29,Team 07
263,29,Team 08
264,29,Team 09
265,29,Team 10
266,29,Team 11
267,30,Team 01
268,30,Team 02
269,30,Team 03
270,30,Team 04
271,30,Team 05
272,30,Team 06
273,30,Team 07
274,31,Team 01
275,31,Team 02
276,31,Team 03
277,31,Team 04
278,31,Team 05
279,31,Team 06
280,31,Team 07
281,31,Team 08
282,32,Team 01
283,32,Team 02
284,32,Team 03
285,32,Team 04
286,32,Team 05
287,32,Team 06
288,32,Team 07
289,32,Team 08
290,32,Team 09
291,32,Team 10
292,33,Team 01
293,33,Team 02
294,33,Team 03
295,33,Team 04
296,33,Team 05
297,33,Team 06
298,33,Team 07
299,33,Team 08
300,33,Team 09
301,33,Team 10
302,33,Team 11
303,33,Team 12
304,34,Team 01
305,34,Team 02
306,34,Team 03
307,34,Team 04
308,34,Team 05
309,34,Team 06
310,34,Team 07
311,34,Team 08
312,34,Team 09
313,35,Team 01
314,35,Team 02
315,35,Team 03
316,35,Team 04
317,35,Team 05
318,35,Team 06
319,36,Team 01
320,36,Team 02
321,36,Team 03
322,36,Team 04
323,36,Team 05
324,36,Team 06
325,36,Team 07
326,36,Team 08
327,36,Team 09
328,36,Team 10
329,36,Team 11
330,36,Team 12
331,36,Team 13
332,37,Team 01
333,37,Team 02
334,37,Team 03
335,37,Team 04
336,37,Team 05
337,37,Team 06
338,37,Team 07
339,37,Team 08
340,37,Team 09
341,38,Team 01
342,38,Team 02
343,38,Team 03
344,38,Team 04
345,38,Team 05
346,38,Team 06
347,38,Team 07
348,38,Team 08
349,38,Team 09
350,38,Team 10
351,39,Team 01
352,39,Team 02
353,39,Team 03
354,39,Team 04
355,39,Team 05
356,39,Team 06
357,39,Team 07
358,39,Team 08
359,39,Team 09
360,39,Team 10
361,39,Team 11
362,40,Team 01
363,40,Team 02
364,40,Team 03
365,40,Team 04
366,40,Team 05
367,41,Team 01
368,41,Team 02
369,41,Team 03
370,41,Team 04
371,41,Team 05
372,41,Team 06
373,41,Team 07
374,41,Team 08
375,41,Team 09
376,41,Team 10
377,42,Team 01
378,42,Team 02
379,42,Team 03
380,42,Team 04
381,42,Team 05
382,42,Team 06
383,42,Team 07
384,43,Team 01
385,43,Team 02
386,43,Team 03
387,43,Team 04
388,43,Team 05
389,43,Team 06
390,43,Team 07
391,43,Team 08
392,43,Team 09
393,43,Team 10
394,43,Team 11
395,43,Team 12
396,44,Team 01
397,44,Team 02
398,44,Team 03
399,44,Team 04
400,44,Team 05
401,44,Team 06
402,45,Team 01
403,45,Team 02
404,45,Team 03
405,45,Team 04
406,45,Team 05
407,45,Team 06
408,45,Team 07
409,45,Team 08
410,45,Team 09
411,45,Team 10
412,45,Team 11
413,46,Team 01
414,46,Team 02
415,46,Team 03
416,46,Team 04
417,46,Team 05
418,46,Team 06
419,46,Team 07
420,46,Team 08
421,47,Team 01
422,47,Team 02
423,47,Team 03
424,47,Team 04
425,47,Team 05
426,47,Team 06
427,47,Team 07
428,47,Team 08
429,48,Team 01
430,48,Team 02
431,48,Team 03
432,48,Team 04
433,48,Team 05
434,48,Team 06
435,48,Team 07
436,48,Team 08
437,48,Team 09
438,48,Team 10
439,48,Team 11
440,48,Team 12
441,49,Team 01
442,49,Team 02
443,49,Team 03
444,49,Team 04
445,49,Team 05
446,49,Team 06
447,49,Team 07
448,49,Team 08
449,49,Team 09
450,49,Team 10
451,50,Team 01
452,50,Team 02
453,50,Team 03
454,50,Team 04
455,50,Team 05
456,50,Team 06
457,50,Team 07
458,50,Team 08
459,51,Team 01
460,51,Team 02
461,51,Team 03
462,51,Team 04
463,51,Team 05
464,51,Team 06
465,51,Team 07
466,51,Team 08
467,52,Team 01
468,52,Team 02
469,52,Team 03
470,52,Team 04
471,52,Team 05
472,52,Team 06
473,52,Team 07
474,52,Team 08
475,53,Team 01
476,53,Team 02
477,53,Team 03
478,53,Team 04
479,53,Team 05
480,53,Team 06
481,53,Team 07
482,53,Team 08
483,54,Team 01
484,54,Team 02
485,54,Team 03
486,54,Team 04
487,54,Team 05
488,54,Team 06
489,54,Team 07
490,54,Team 08
491,54,Team 09
492,54,Team 10
493,54,Team 11
494,55,Team 01
495,55,Team 02
496,55,Team 03
497,55,Team 04
498,55,Team 05
499,55,Team 06
500,56,Team 01
501,56,Team 02
502,56,Team 03
503,56,Team 04
504,56,Team 05
505,56,Team 06
506,56,Team 07
507,56,Team 08
508,56,Team 09
509,56,Team 10
510,57,Team 01
511,57,Team 02
512,57,Team 03
513,57,Team 04
514,57,Team 05
515,57,Team 06
516,57,Team 07
517,57,Team 08
518,57,Team 09
519,57,Team 10
520,58,Team 01
521,58,Team 02
522,58,Team 03
523,58,Team 04
524,58,Team 05
525,58,Team 06
526,58,Team 07
527,58,Team 08
528,58,Team 09
529,59,Team 01
530,59,Team 02
531,59,Team 03
532,59,Team 04
533,59,Team 05
534,59,Team 06
535,59,Team 07
536,59,Team 08
537,60,Team 01
538,60,Team 02
539,60,Team 03
540,60,Team 04
541,60,Team 05
542,60,Team 06
543,60,Team 07
544,60,Team 08
545,60,Team 09
546,60,Team 10
547,60,Team 11
548,61,Team 01
549,61,Team 02
550,61,Team 03
551,61,Team 04
552,61,Team 05
553,61,Team 06
554,61,Team 07
555,61,Team 08
556,61,Team 09
557,61,Team 10
558,61,Team 11
559,61,Team 12
560,62,Team 01
561,62,Team 02
562,62,Team 03
563,62,Team 04
564,62,Team 05
565,62,Team 06
566,62,Team 07
567,62,Team 08
568,62,Team 09
569,62,Team 10
570,62,Team 11
571,62,Team 12
572,62,Team 13
573,63,Team 01
574,63,Team 02
575,63,Team 03
576,63,Team 04
577,63,Team 05
578,63,Team 06
579,63,Team 07
580,63,Team 08
581,63,Team 09
582,63,Team 10
583,64,Team 01
584,64,Team 02
585,64,Team 03
586,64,Team 04
587,64,Team 05
588,64,Team 06
589,64,Team 07
590,64,Team 08
591,64,Team 09
592,64,Team 10
593,64,Team 11
594,65,Team 01
595,65,Team 02
596,65,Team 03
597,65,Team 04
598,65,Team 05
599,65,Team 06
600,65,Team 07
601,65,Team 08
602,66,Team 01
603,66,Team 02
604,66,Team 03
605,66,Team 04
606,66,Team 05
607,66,Team 06
608,66,Team 07
609,66,Team 08
610,66,Team 09
611,66,Team 10
612,66,Team 11
613,66,Team 12
614,67,Team 01
615,67,Team 02
616,67,Team 03
617,67,Team 04
618,67,Team 05
619,67,Team 06
620,68,Team 01
621,68,Team 02
622,68,Team 03
623,68,Team 04
624,68,Team 05
625,68,Team 06
626,68,Team 07
627,69,Team 01
628,69,Team 02
629,69,Team 03
630,69,Team 04
631,69,Team 05
632,69,Team 06
633,70,Team 01
634,70,Team 02
635,70,Team 03
636,70,Team 04
637,70,Team 05
638,70,Team 06
639,70,Team 07
640,70,Team 08
641,70,Team 09
642,71,Team 01
643,71,Team 02
644,71,Team 03
645,71,Team 04
646,71,Team 05
647,71,Team 06
648,71,Team 07
649,71,Team 08
650,72,Team 01
651,72,Team 02
652,72,Team 03
653,72,Team 04
654,72,Team 05
655,72,Team 06
656,72,Team 07
657,72,Team 08
658,73,Team 01
659,73,Team 02
660,73,Team 03
661,73,Team 04
662,73,Team 05
663,73,Team 06
664,73,Team 07
665,73,Team 08
666,73,Team 09
667,73,Team 10
668,74,Team 01
669,74,Team 02
670,74,Team 03
671,74,Team 04
672,74,Team 05
673,74,Team 06
674,74,Team 07
675,74,Team 08
676,74,Team 09
677,74,Team 10
678,74,Team 11
679,74,Team 12
680,75,Team 01
681,75,Team 02
682,75,Team 03
683,75,Team 04
684,75,Team 05
685,75,Team 06
686,75,Team 07
687,75,Team 08
688,75,Team 09
689,75,Team 10
690,75,Team 11
691,75,Team 12
692,75,Team 13
693,76,Team 01
694,76,Team 02
695,76,Team 03
696,76,Team 04
697,76,Team 05
698,76,Team 06
699,76,Team 07
700,76,Team 08
701,77,Team 01
702,77,Team 02
703,77,Team 03
704,77,Team 04
705,77,Team 05
706,78,Team 01
707,78,Team 02
708,78,Team 03
709,78,Team 04
710,78,Team 05
711,78,Team 06
712,78,Team 07
713,78,Team 08
714,78,Team 09
715,78,Team 10
716,78,Team 11
717,78,Team 12
718,79,Team 01
719,79,Team 02
720,79,Team 03
721,79,Team 04
722,79,Team 05
723,79,Team 06
724,79,Team 07
725,79,Team 08
726,79,Team 09
727,79,Team 10
728,79,Team 11
729,79,Team 12
730,80,Team 01
731,80,Team 02
732,80,Team 03
733,80,Team 04
734,80,Team 05
735,80,Team 06
736,80,Team 07
737,80,Team 08
738,80,Team 09
739,80,Team 10
740,81,Team 01
741,81,Team 02
742,81,Team 03
743,81,Team 04
744,81,Team 05
745,81,Team 06
746,81,Team 07
747,82,Team 01
748,82,Team 02
749,82,Team 03
750,82,Team 04
751,82,Team 05
752,82,Team 06
753,82,Team 07
754,82,Team 08
755,82,Team 09
756,82,Team 10
757,82,Team 11
758,82,Team 12
759,82,Team 13
760,83,Team 01
761,83,Team 02
762,83,Team 03
763,83,Team 04
764,83,Team 05
765,83,Team 06
766,84,Team 01
767,84,Team 02
768,84,Team 03
769,84,Team 04
770,84,Team 05
771,84,Team 06
772,84,Team 07
773,84,Team 08
774,84,Team 09
775,84,Team 10
776,84,Team 11
777,84,Team 12
778,85,Team 01
779,85,Team 02
780,85,Team 03
781,85,Team 04
782,85,Team 05
783,85,Team 06
784,86,Team 01
785,86,Team 02
786,86,Team 03
787,86,Team 04
788,86,Team 05
789,86,Team 06
790,86,Team 07
791,86,Team 08
792,86,Team 09
793,86,Team 10
794,87,Team 01
795,87,Team 02
796,87,Team 03
797,87,Team 04
798,87,Team 05
799,87,Team 06
800,87,Team 07
801,88,Team 01
802,88,Team 02
803,88,Team 03
804,88,Team 04
805,88,Team 05
806,88,Team 06
807,88,Team 07
808,88,Team 08
809,88,Team 09
810,88,Team 10
811,88,Team 11
812,88,Team 12
813,89,Team 01
814,89,Team 02
815,89,Team 03
816,89,Team 04
817,89,Team 05
818,89,Team 06
819,89,Team 07
820,90,Team 01
821,90,Team 02
822,90,Team 03
823,90,Team 04
824,90,Team 05
825,90,Team 06
826,90,Team 07
827,90,Team 08
828,90,Team 09
829,91,Team 01
830,91,Team 02
831,91,Team 03
832,91,Team 04
833,91,Team 05
834,91,Team 06
835,91,Team 07
836,91,Team 08
837,91,Team 09
838,91,Team 10
839,91,Team 11
840,92,Team 01
841,92,Team 02
842,92,Team 03
843,92,Team 04
844,92,Team 05
845,92,Team 06
846,92,Team 07
847,92,Team 08
848,92,Team 09
849,92,Team 10
850,92,Team 11
851,92,Team 12
852,93,Team 01
853,93,Team 02
854,93,Team 03
855,93,Team 04
856,93,Team 05
857,93,Team 06
858,93,Team 07
859,93,Team 08
860,93,Team 09
861,93,Team 10
862,93,Team 11
863,93,Team 12
864,93,Team 13
865,94,Team 01
866,94,Team 02
867,94,Team 03
868,94,Team 04
869,94,Team 05
870,94,Team 06
871,94,Team 07
872,94,Team 08
873,95,Team 01
874,95,Team 02
875,95,Team 03
876,95,Team 04
877,95,Team 05
878,96,Team 01
879,96,Team 02
880,96,Team 03
881,96,Team 04
882,96,Team 05
883,96,Team 06
884,96,Team 07
885,96,Team 08
886,96,Team 09
887,96,Team 10
888,97,Team 01
889,97,Team 02
890,97,Team 03
891,97,Team 04
892,97,Team 05
893,97,Team 06
894,97,Team 07
895,97,Team 08
896,97,Team 09
897,97,Team 10
898,97,Team 11
899,98,Team 01
900,98,Team 02
901,98,Team 03
902,98,Team 04
903,98,Team 05
904,98,Team 06
905,99,Team 01
906,99,Team 02
907,99,Team 03
908,99,Team 04
909,99,Team 05
910,99,Team 06
911,99,Team 07
912,99,Team 08
913,99,Team 09
914,99,Team 10
915,100,Team 01
916,100,Team 02
917,100,Team 03
918,100,Team 04
919,100,Team 05
920,100,Team 06
921,101,Team 01
922,101,Team 02
923,101,Team 03
924,101,Team 04
925,101,Team 05
926,101,Team 06
927,101,Team 07
928,102,Team 01
929,102,Team 02
930,102,Team 03
931,102,Team 04
932,102,Team 05
933,102,Team 06
934,102,Team 07
935,103,Team 01
936,103,Team 02
937,103,Team 03
938,103,Team 04
939,103,Team 05
940,103,Team 06
941,103,Team 07
942,103,Team 08
943,103,Team 09
944,103,Team 10
945,103,Team 11
946,104,Team 01
947,104,Team 02
948,104,Team 03
949,104,Team 04
950,104,Team 05
951,104,Team 06
952,105,Team 01
953,105,Team 02
954,105,Team 03
955,105,Team 04
956,105,Team 05
957,105,Team 06
958,105,Team 07
959,105,Team 08
960,105,Team 09
961,105,Team 10
962,105,Team 11
963,105,Team 12
964,106,Team 01
965,106,Team 02
966,106,Team 03
967,106,Team 04
968,106,Team 05
969,106,Team 06
970,106,Team 07
971,106,Team 08
972,106,Team 09
973,106,Team 10
974,107,Team 01
975,107,Team 02
976,107,Team 03
977,107,Team 04
978,107,Team 05
979,107,Team 06
980,107,Team 07
981,107,Team 08
982,107,Team 09
983,107,Team 10
984,107,Team 11
985,108,Team 01
986,108,Team 02
987,108,Team 03
988,108,Team 04
989,108,Team 05
990,108,Team 06
991,108,Team 07
992,108,Team 08
993,108,Team 09
994,108,Team 10
995,108,Team 11
996,109,Team 01
997,109,Team 02
998,109,Team 03
999,109,Team 04
1000,109,Team 05
1001,109,Team 06
1002,109,Team 07
1003,110,Team 01
1004,110,Team 02
1005,110,Team 03
1006,110,Team 04
1007,110,Team 05
1008,110,Team 06
1009,110,Team 07
1010,111,Team 01
1011,111,Team 02
1012,111,Team 03
1013,111,Team 04
1014,111,Team 05
1015,111,Team 06
1016,112,Team 01
1017,112,Team 02
1018,112,Team 03
1019,112,Team 04
1020,112,Team 05
1021,112,Team 06
1022,112,Team 07
1023,112,Team 08
1024,112,Team 09
1025,112,Team 10
1026,113,Team 01
1027,113,Team 02
1028,113,Team 03
1029,113,Team 04
1030,113,Team 05
1031,113,Team 06
1032,113,Team 07
1033,113,Team 08
1034,114,Team 01
1035,114,Team 02
1036,114,Team 03
1037,114,Team 04
1038,114,Team 05
1039,114,Team 06
1040,114,Team 07
1041,114,Team 08
1042,114,Team 09
1043,114,Team 10
1044,114,Team 11
1045,114,Team 12
1046,115,Team 01
1047,115,Team 02
1048,115,Team 03
1049,115,Team 04
1050,115,Team 05
1051,115,Team 06
1052,116,Team 01
1053,116,Team 02
1054,116,Team 03
1055,116,Team 04
1056,116,Team 05
1057,116,Team 06
1058,116,Team 07
1059,116,Team 08
1060,116,Team 09
1061,116,Team 10
1062,116,Team 11
1063,116,Team 12
1064,116,Team 13
1065,117,Team 01
1066,117,Team 02
1067,117,Team 03
1068,117,Team 04
1069,117,Team 05
1070,117,Team 06
1071,117,Team 07
1072,117,Team 08
1073,117,Team 09
1074,117,Team 10
1075,117,Team 11
1076,117,Team 12
1077,118,Team 01
1078,118,Team 02
1079,118,Team 03
1080,118,Team 04
1081,118,Team 05
1082,118,Team 06
1083,118,Team 07
1084,118,Team 08
1085,118,Team 09
1086,118,Team 10
1087,119,Team 01
1088,119,Team 02
1089,119,Team 03
1090,119,Team 04
1091,119,Team 05
1092,119,Team 06
1093,119,Team 07
1094,119,Team 08
1095,120,Team 01
1096,120,Team 02
1097,120,Team 03
1098,120,Team 04
1099,120,Team 05
1100,120,Team 06
1101,120,Team 07
1102,120,Team 08
1103,120,Team 09
1104,120,Team 10
1105,120,Team 11
1106,121,Team 01
1107,121,Team 02
1108,121,Team 03
1109,121,Team 04
1110,121,Team 05
1111,121,Team 06
1112,121,Team 07
1113,121,Team 08
1114,121,Team 09
1115,122,Team 01
1116,122,Team 02
1117,122,Team 03
1118,122,Team 04
1119,122,Team 05
1120,122,Team 06
1121,122,Team 07
1122,123,Team 01
1123,123,Team 02
1124,123,Team 03
1125,123,Team 04
1126,123,Team 05
1127,123,Team 06
1128,123,Team 07
1129,123,Team 08
1130,123,Team 09
1131,124,Team 01
1132,124,Team 02
1133,124,Team 03
1134,124,Team 04
1135,124,Team 05
1136,124,Team 06
1137,125,Team 01
1138,125,Team 02
1139,125,Team 03
1140,125,Team 04
1141,125,Team 05
1142,125,Team 06
1143,126,Team 01
1144,126,Team 02
1145,126,Team 03
1146,126,Team 04
1147,126,Team 05
1148,126,Team 06
1149,126,Team 07
1150,126,Team 08
1151,126,Team 09
1152,126,Team 10
1153,126,Team 11
1154,126,Team 12
1155,127,Team 01
1156,127,Team 02
1157,127,Team 03
1158,127,Team 04
1159,127,Team 05
1160,127,Team 06
1161,127,Team 07
1162,127,Team 08
1163,127,Team 09
1164,127,Team 10
1165,128,Team 01
1166,128,Team 02
1167,128,Team 03
1168,128,Team 04
1169,128,Team 05
1170,128,Team 06
1171,128,Team 07
1172,128,Team 08
1173,128,Team 09
1174,128,Team 10
1175,128,Team 11
1176,128,Team 12
1177,129,Team 01
1178,129,Team 02
1179,129,Team 03
1180,129,Team 04
1181,129,Team 05
1182,129,Team 06
1183,129,Team 07
1184,129,Team 08
1185,129,Team 09
1186,129,Team 10
1187,130,Team 01
1188,130,Team 02
1189,130,Team 03
1190,130,Team 04
1191,130,Team 05
1192,130,Team 06
1193,130,Team 07
1194,130,Team 08
1195,130,Team 09
1196,130,Team 10
1197,131,Team 01
1198,131,Team 02
1199,131,Team 03
1200,131,Team 04
1201,131,Team 05
1202,132,Team 01
1203,132,Team 02
1204,132,Team 03
1205,132,Team 04
1206,132,Team 05
1207,132,Team 06
1208,132,Team 07
1209,132,Team 08
1210,132,Team 09
1211,132,Team 10
1212,132,Team 11
1213,132,Team 12
1214,132,Team 13
1215,133,Team 01
1216,133,Team 02
1217,133,Team 03
1218,133,Team 04
1219,133,Team 05
1220,133,Team 06
1221,133,Team 07
1222,133,Team 08
1223,133,Team 09
1224,133,Team 10
1225,133,Team 11
1226,134,Team 01
1227,134,Team 02
1228,134,Team 03
1229,134,Team 04
1230,134,Team 05
1231,134,Team 06
1232,134,Team 07
1233,134,Team 08
1234,134,Team 09
1235,134,Team 10
1236,134,Team 11
1237,135,Team 01
1238,135,Team 02
1239,135,Team 03
1240,135,Team 04
1241,135,Team 05
1242,135,Team 06
1243,135,Team 07
1244,135,Team 08
1245,135,Team 09
1246,136,Team 01
1247,136,Team 02
1248,136,Team 03
1249,136,Team 04
1250,136,Team 05
1251,136,Team 06
1252,136,Team 07
1253,136,Team 08
1254,136,Team 09
1255,137,Team 01
1256,137,Team 02
1257,137,Team 03
1258,137,Team 04
1259,137,Team 05
1260,137,Team 06
1261,137,Team 07
1262,137,Team 08
1263,137,Team 09
1264,137,Team 10
1265,137,Team 11
1266,137,Team 12
1267,137,Team 13
1268,138,Team 01
1269,138,Team 02
1270,138,Team 03
1271,138,Team 04
1272,138,Team 05
1273,138,Team 06
1274,138,Team 07
1275,138,Team 08
1276,138,Team 09
1277,138,Team 10
1278,138,Team 11
1279,138,Team 12
1280,139,Team 01
1281,139,Team 02
1282,139,Team 03
1283,139,Team 04
1284,139,Team 05
1285,139,Team 06
1286,139,Team 07
1287,139,Team 08
1288,139,Team 09
1289,139,Team 10
1290,139,Team 11
1291,139,Team 12
1292,139,Team 13
1293,140,Team 01
1294,140,Team 02
1295,140,Team 03
1296,140,Team 04
1297,140,Team 05
1298,140,Team 06
1299,140,Team 07
1300,140,Team 08
1301,140,Team 09
1302,140,Team 10
1303,141,Team 01
1304,141,Team 02
1305,141,Team 03
1306,141,Team 04
1307,141,Team 05
1308,141,Team 06
1309,141,Team 07
1310,141,Team 08
1311,141,Team 09
1312,141,Team 10
1313,142,Team 01
1314,142,Team 02
1315,142,Team 03
1316,142,Team 04
1317,142,Team 05
1318,142,Team 06
1319,142,Team 07
1320,142,Team 08
1321,142,Team 09
1322,142,Team 10
1323,142,Team 11
1324,142,Team 12
1325,142,Team 13
1326,143,Team 01
1327,143,Team 02
1328,143,Team 03
1329,143,Team 04
1330,143,Team 05
1331,143,Team 06
1332,143,Team 07
1333,143,Team 08
1334,143,Team 09
1335,143,Team 10
1336,143,Team 11
1337,144,Team 01
1338,144,Team 02
1339,144,Team 03
1340,144,Team 04
1341,144,Team 05
1342,144,Team 06
1343,144,Team 07
1344,144,Team 08
1345,144,Team 09
1346,144,Team 10
1347,144,Team 11
1348,145,Team 01
1349,145,Team 02
1350,145,Team 03
1351,145,Team 04
1352,145,Team 05
1353,145,Team 06
1354,145,Team 07
1355,145,Team 08
1356,145,Team 09
1357,145,Team 10
1358,145,Team 11
1359,145,Team 12
1360,146,Team 01
1361,146,Team 02
1362,146,Team 03
1363,146,Team 04
1364,146,Team 05
1365,146,Team 06
1366,147,Team 01
1367,147,Team 02
1368,147,Team 03
1369,147,Team 04
1370,147,Team 05
1371,147,Team 06
1372,147,Team 07
1373,147,Team 08
1374,147,Team 09
1375,148,Team 01
1376,148,Team 02
1377,148,Team 03
1378,148,Team 04
1379,148,Team 05
1380,148,Team 06
1381,148,Team 07
1382,148,Team 08
1383,148,Team 09
1384,148,Team 10
1385,148,Team 11
1386,148,Team 12
1387,149,Team 01
1388,149,Team 02
1389,149,Team 03
1390,149,Team 04
1391,149,Team 05
1392,149,Team 06
1393,150,Team 01
1394,150,Team 02
1395,150,Team 03
1396,150,Team 04
1397,150,Team 05
1398,150,Team 06
1399,150,Team 07
1400,150,Team 08
1401,150,Team 09
1402,150,Team 10
1403,150,Team 11
1404,150,Team 12
1405,150,Team 13
