team_id,user_id
53,330
53,338
54,348
54,320
54,355
54,331
54,353
54,316
55,364
55,319
55,362
55,329
55,352
55,344
56,347
56,349
56,324
56,315
56,333
56,350
57,339
57,360
57,325
57,343
57,351
57,322
58,341
58,332
58,317
58,356
58,346
58,318
59,359
59,327
59,361
59,335
59,342
59,363
59,358
60,404
60,387
60,367
60,413
60,414
60,380
61,418
61,429
61,384
61,381
61,401
61,392
62,375
62,399
62,434
62,426
62,424
62,427
63,411
63,370
63,368
63,378
63,400
63,433
64,371
64,405
64,377
64,383
64,403
64,419
65,436
65,396
65,389
65,415
65,394
65,373
66,382
66,406
66,385
66,369
66,393
66,423
67,408
67,431
67,397
67,420
67,395
67,428
68,390
68,398
68,402
68,374
68,435
68,430
69,366
69,422
69,417
69,391
69,421
69,407
70,372
70,412
70,409
70,410
70,376
71,425
71,379
71,432
71,416
71,386
71,388
72,444
72,441
72,477
72,439
72,454
72,446
73,438
73,466
73,469
73,445
73,457
73,479
74,471
74,470
74,475
74,440
74,480
74,463
75,451
75,455
75,453
75,459
75,442
76,474
76,462
76,465
76,452
76,449
76,450
77,456
77,443
77,464
77,460
77,458
78,447
78,478
78,473
78,482
78,481
79,448
79,472
79,468
79,467
79,461
79,476
80,528
80,523
80,489
80,493
80,511
80,496
81,517
81,505
81,535
81,533
81,508
81,514
82,506
82,532
82,495
82,499
82,485
82,522
83,515
83,526
83,509
83,487
83,503
83,516
84,494
84,542
84,521
84,525
84,529
84,502
85,504
85,501
85,491
85,534
85,484
85,500
86,537
86,530
86,507
86,524
86,536
86,539
87,540
87,512
87,519
87,527
87,543
87,488
88,531
88,518
88,538
88,513
88,497
88,486
89,510
89,498
89,492
89,541
89,520
89,490
90,586
90,577
90,546
90,556
90,564
90,569
91,576
91,560
91,565
91,567
91,563
91,554
92,551
92,568
92,573
92,566
92,557
92,550
93,555
93,552
93,572
93,584
93,558
93,575
94,559
94,580
94,585
94,548
94,549
94,562
95,571
95,574
95,570
95,545
95,547
95,582
96,581
96,579
96,583
96,561
96,553
96,578
97,662
97,634
97,616
97,643
97,620
97,609
98,639
98,653
98,636
98,622
98,661
98,625
99,633
99,658
99,640
99,594
99,605
99,644
100,659
100,648
100,647
100,603
100,614
101,618
101,606
101,631
101,650
101,641
101,588
102,651
102,656
102,599
102,663
102,597
102,623
103,655
103,612
103,652
103,637
103,646
103,590
104,598
104,619
104,660
104,638
104,628
104,621
105,613
105,601
105,645
105,632
105,624
105,602
106,657
106,626
106,589
106,615
106,595
106,600
107,642
107,630
107,617
107,608
107,611
107,627
108,596
108,604
108,610
108,649
108,607
108,664
109,592
109,593
109,654
109,629
109,635
109,591
110,723
110,676
110,721
110,734
110,683
110,691
110,669
111,688
111,728
111,679
111,692
111,737
111,731
112,682
112,684
112,727
112,741
112,739
112,742
113,712
113,671
113,722
113,685
113,710
113,690
114,667
114,713
114,720
114,678
114,709
114,704
115,702
115,706
115,740
115,725
115,735
115,689
116,680
116,711
116,672
116,714
116,726
116,694
117,670
117,700
117,674
117,730
117,724
117,687
118,732
118,733
118,696
118,686
118,673
118,693
119,716
119,703
119,745
119,718
119,698
119,744
119,675
120,715
120,699
120,719
120,729
120,701
120,681
121,668
121,707
121,666
121,738
121,677
121,736
122,705
122,743
122,708
122,695
122,697
122,717
123,776
123,761
123,792
123,783
123,752
123,766
124,777
124,764
124,781
124,771
124,778
124,795
124,796
125,763
125,790
125,754
125,760
125,759
125,775
125,747
126,751
126,769
126,782
126,770
126,794
126,787
127,749
127,786
127,797
127,780
127,762
127,773
128,772
128,789
128,756
128,785
128,784
128,753
128,765
129,757
129,755
129,767
129,748
129,793
129,791
130,788
130,768
130,774
130,779
130,758
130,750
131,848
131,824
131,809
131,833
131,836
131,799
132,801
132,822
132,834
132,818
132,819
133,839
133,823
133,832
133,835
133,817
134,831
134,802
134,829
134,825
134,827
134,812
135,841
135,803
135,807
135,844
135,850
135,810
136,840
136,849
136,826
136,816
136,800
136,821
137,814
137,808
137,806
137,805
137,804
137,811
138,820
138,838
138,830
138,843
138,813
138,845
139,846
139,847
139,842
139,815
139,837
139,828
140,871
140,880
140,867
140,865
140,874
140,875
141,889
141,882
141,856
141,873
141,884
141,853
142,870
142,876
142,892
142,864
142,891
143,863
143,872
143,866
143,859
143,862
143,883
144,881
144,869
144,861
144,886
144,858
144,877
145,852
145,860
145,854
145,857
145,890
145,879
146,868
146,885
146,888
146,855
146,887
146,878
147,923
147,963
147,931
147,961
147,922
147,902
148,905
148,948
148,917
148,965
148,944
148,907
149,946
149,912
149,937
149,941
149,908
149,903
150,897
150,962
150,914
150,964
150,925
150,935
151,934
151,957
151,949
151,894
151,895
151,910
152,938
152,943
152,930
152,904
152,953
152,915
153,950
153,933
153,952
153,896
153,932
153,955
154,942
154,947
154,899
154,916
154,940
154,928
155,939
155,924
155,926
155,960
155,954
155,927
156,929
156,909
156,918
156,901
156,936
156,919
157,951
157,945
157,911
157,898
157,920
157,906
158,958
158,959
158,956
158,913
158,921
158,900
159,972
159,988
159,1028
159,991
159,1032
159,1012
160,1037
160,969
160,1033
160,1036
160,970
160,973
161,997
161,971
161,1035
161,999
161,1029
161,995
162,1005
162,1039
162,1018
162,1013
162,983
162,978
162,981
163,996
163,1025
163,1020
163,1027
163,975
163,1004
164,1021
164,1011
164,976
164,1019
164,992
164,979
165,1038
165,1007
165,1015
165,1002
165,1001
165,1040
166,994
166,982
166,977
166,1000
166,986
166,1023
167,968
167,1017
167,993
167,1003
167,1024
167,1016
168,1006
168,980
168,974
168,1022
168,987
168,989
169,984
169,1031
169,1010
169,1014
169,1034
169,1008
170,985
170,990
170,1030
170,967
170,1009
170,1026
170,998
171,1061
171,1057
171,1066
171,1043
171,1051
171,1060
172,1059
172,1077
172,1045
172,1063
172,1062
172,1071
173,1070
173,1076
173,1072
173,1075
173,1065
173,1056
174,1050
174,1046
174,1074
174,1042
174,1058
174,1052
175,1053
175,1055
175,1073
175,1054
175,1048
175,1049
176,1047
176,1044
176,1067
176,1064
176,1078
176,1069
176,1068
177,1109
177,1107
177,1081
177,1087
177,1080
177,1085
178,1096
178,1082
178,1094
178,1102
178,1112
178,1105
179,1089
179,1092
179,1111
179,1110
179,1098
180,1100
180,1099
180,1083
180,1093
180,1090
180,1084
181,1101
181,1088
181,1097
181,1086
181,1106
182,1091
182,1104
182,1103
182,1095
182,1108
183,1125
183,1158
183,1154
183,1120
183,1116
183,1142
184,1148
184,1145
184,1146
184,1157
184,1138
184,1135
184,1143
185,1122
185,1129
185,1133
185,1156
185,1115
185,1137
186,1151
186,1141
186,1147
186,1121
186,1149
186,1136
186,1162
187,1144
187,1152
187,1118
187,1134
187,1128
187,1117
188,1114
188,1153
188,1123
188,1155
188,1119
188,1140
189,1150
189,1124
189,1159
189,1160
189,1132
189,1131
190,1161
190,1127
190,1163
190,1139
190,1126
190,1130
191,1199
191,1208
191,1203
191,1175
191,1209
192,1206
192,1188
192,1193
192,1186
192,1172
193,1180
193,1207
193,1192
193,1178
193,1189
193,1182
194,1170
194,1190
194,1191
194,1202
194,1205
194,1184
195,1197
195,1204
195,1166
195,1195
195,1200
195,1194
196,1168
196,1167
196,1185
196,1201
196,1176
196,1181
197,1173
197,1183
197,1187
197,1165
197,1177
197,1171
198,1174
198,1179
198,1198
198,1169
198,1196
199,1219
199,1269
199,1241
199,1237
199,1212
199,1224
200,1215
200,1250
200,1264
200,1226
200,1255
200,1251
201,1258
201,1287
201,1243
201,1267
201,1277
201,1218
202,1280
202,1266
202,1231
202,1263
202,1245
202,1220
203,1265
203,1276
203,1248
203,1211
203,1270
203,1246
204,1256
204,1284
204,1242
204,1236
204,1249
204,1261
205,1223
205,1288
205,1225
205,1213
205,1283
205,1230
206,1259
206,1286
206,1262
206,1216
206,1275
206,1233
207,1273
207,1279
207,1253
207,1217
207,1221
207,1214
208,1232
208,1254
208,1282
208,1234
208,1278
208,1271
209,1240
209,1222
209,1260
209,1268
209,1272
209,1274
210,1257
210,1281
210,1244
210,1285
210,1227
210,1239
211,1238
211,1252
211,1228
211,1229
211,1247
211,1235
212,1316
212,1301
212,1308
212,1297
212,1293
213,1344
213,1326
213,1310
213,1294
213,1311
213,1341
214,1303
214,1314
214,1296
214,1312
214,1320
214,1313
215,1304
215,1290
215,1336
215,1291
215,1292
215,1342
216,1302
216,1332
216,1329
216,1298
216,1346
216,1328
217,1306
217,1324
217,1318
217,1317
217,1300
218,1295
218,1347
218,1323
218,1338
218,1337
218,1327
219,1321
219,1335
219,1325
219,1315
219,1299
219,1319
220,1340
220,1305
220,1322
220,1334
220,1339
220,1333
221,1309
221,1330
221,1331
221,1343
221,1345
221,1307
222,1351
222,1405
222,1398
222,1375
222,1401
222,1356
223,1365
223,1371
223,1379
223,1350
223,1387
224,1394
224,1376
224,1391
224,1406
224,1397
224,1396
225,1368
225,1362
225,1357
225,1355
225,1382
226,1349
226,1374
226,1378
226,1395
226,1385
226,1359
227,1369
227,1354
227,1352
227,1392
227,1367
227,1366
228,1389
228,1380
228,1361
228,1372
228,1377
228,1402
229,1373
229,1388
229,1363
229,1390
229,1358
229,1399
230,1353
230,1384
230,1386
230,1383
230,1360
230,1381
231,1364
231,1370
231,1403
231,1393
231,1400
231,1404
232,1428
232,1420
232,1431
232,1413
232,1427
232,1408
233,1417
233,1422
233,1429
233,1438
233,1435
233,1415
233,1425
234,1437
234,1416
234,1419
234,1439
234,1409
234,1434
235,1432
235,1423
235,1411
235,1436
235,1418
235,1412
236,1424
236,1414
236,1421
236,1410
236,1430
236,1433
236,1426
237,1464
237,1471
237,1468
237,1456
237,1454
237,1463
238,1465
238,1482
238,1472
238,1444
238,1450
238,1461
239,1480
239,1479
239,1469
239,1442
239,1467
239,1474
240,1448
240,1470
240,1457
240,1441
240,1473
240,1455
241,1453
241,1452
241,1466
241,1449
241,1476
241,1481
242,1446
242,1475
242,1462
242,1477
242,1451
242,1445
243,1460
243,1458
243,1447
243,1443
243,1459
243,1478
244,1521
244,1489
244,1525
244,1485
244,1537
244,1539
245,1498
245,1518
245,1511
245,1548
245,1552
245,1520
246,1534
246,1505
246,1558
246,1507
246,1553
246,1509
247,1523
247,1535
247,1497
247,1495
247,1513
247,1533
248,1522
248,1517
248,1526
248,1557
248,1512
248,1514
249,1532
249,1494
249,1546
249,1502
249,1530
249,1524
250,1527
250,1500
250,1496
250,1492
250,1538
250,1503
251,1506
251,1554
251,1545
251,1541
251,1544
251,1549
251,1515
252,1540
252,1551
252,1536
252,1529
252,1547
252,1490
252,1519
253,1488
253,1531
253,1487
253,1504
253,1484
253,1501
254,1543
254,1499
254,1528
254,1486
254,1555
254,1508
254,1493
255,1556
255,1550
255,1516
255,1542
255,1491
255,1510
256,1583
256,1574
256,1570
256,1616
256,1582
257,1614
257,1576
257,1561
257,1619
257,1568
257,1623
258,1588
258,1586
258,1575
258,1578
258,1603
258,1563
259,1571
259,1601
259,1620
259,1602
259,1565
259,1591
260,1618
260,1598
260,1621
260,1622
260,1592
260,1612
261,1579
261,1569
261,1600
261,1611
261,1606
261,1590
262,1593
262,1587
262,1589
262,1605
262,1560
262,1610
263,1597
263,1577
263,1572
263,1596
263,1584
264,1609
264,1594
264,1608
264,1564
264,1567
264,1617
265,1607
265,1566
265,1580
265,1562
265,1599
265,1615
266,1573
266,1613
266,1595
266,1585
266,1604
266,1581
267,1640
267,1639
267,1625
267,1646
267,1635
267,1627
268,1655
268,1658
268,1661
268,1650
268,1632
268,1641
269,1656
269,1657
269,1633
269,1631
269,1643
269,1654
270,1642
270,1663
270,1659
270,1660
270,1626
270,1638
271,1653
271,1634
271,1636
271,1647
271,1662
271,1649
272,1645
272,1628
272,1644
272,1651
272,1648
273,1652
273,1637
273,1664
273,1629
273,1630
274,1669
274,1683
274,1703
274,1701
274,1704
274,1679
275,1676
275,1689
275,1671
275,1675
275,1708
275,1695
276,1699
276,1694
276,1673
276,1678
276,1674
276,1682
277,1702
277,1710
277,1693
277,1666
277,1700
277,1696
278,1667
278,1697
278,1687
278,1688
278,1709
278,1680
278,1705
279,1672
279,1692
279,1690
279,1706
279,1712
279,1668
280,1670
280,1677
280,1714
280,1711
280,1698
280,1707
281,1691
281,1713
281,1684
281,1686
281,1685
281,1681
282,1727
282,1751
282,1773
282,1759
282,1718
282,1716
283,1729
283,1734
283,1749
283,1775
283,1722
283,1760
284,1771
284,1747
284,1717
284,1741
284,1772
284,1728
285,1752
285,1755
285,1774
285,1724
285,1765
285,1726
286,1761
286,1746
286,1754
286,1732
286,1738
286,1744
287,1766
287,1748
287,1753
287,1725
287,1735
287,1776
288,1720
288,1763
288,1740
288,1719
288,1745
288,1768
289,1730
289,1769
289,1733
289,1767
289,1758
289,1723
290,1731
290,1742
290,1743
290,1757
290,1770
290,1762
290,1750
291,1736
291,1739
291,1721
291,1756
291,1764
291,1737
292,1781
292,1810
292,1819
292,1828
292,1798
292,1785
293,1805
293,1834
293,1799
293,1821
293,1842
293,1829
294,1788
294,1836
294,1793
294,1780
294,1778
294,1835
295,1801
295,1816
295,1823
295,1791
295,1824
295,1830
296,1787
296,1808
296,1803
296,1783
296,1832
296,1817
297,1848
297,1827
297,1786
297,1815
297,1807
297,1849
298,1839
298,1820
298,1814
298,1811
298,1822
298,1847
299,1813
299,1795
299,1840
299,1825
299,1797
299,1838
300,1800
300,1843
300,1845
300,1833
300,1826
300,1837
301,1779
301,1844
301,1782
301,1796
301,1809
301,1831
302,1784
302,1789
302,1802
302,1841
302,1812
302,1846
303,1818
303,1792
303,1806
303,1804
303,1794
303,1790
304,1863
304,1866
304,1870
304,1853
304,1856
304,1865
304,1882
305,1904
305,1887
305,1888
305,1854
305,1892
305,1895
306,1883
306,1903
306,1875
306,1869
306,1872
306,1874
307,1906
307,1898
307,1880
307,1881
307,1893
307,1852
308,1878
308,1896
308,1894
308,1877
308,1873
308,1897
309,1876
309,1905
309,1867
309,1862
309,1871
309,1886
310,1902
310,1861
310,1901
310,1851
310,1900
310,1884
311,1885
311,1891
311,1860
311,1889
311,1859
311,1858
311,1855
312,1868
312,1864
312,1857
312,1899
312,1879
312,1890
313,1937
313,1918
313,1933
313,1908
313,1941
313,1914
314,1934
314,1909
314,1925
314,1931
314,1942
314,1927
315,1922
315,1916
315,1919
315,1915
315,1940
315,1912
316,1939
316,1930
316,1932
316,1929
316,1943
316,1917
317,1924
317,1936
317,1928
317,1910
317,1921
317,1944
317,1923
318,1935
318,1920
318,1913
318,1938
318,1926
318,1911
319,1948
319,1982
319,1990
319,1972
319,1991
319,1956
320,2004
320,2001
320,1964
320,1977
320,2008
320,1983
321,1957
321,1951
321,2021
321,1965
321,1993
321,1967
322,2009
322,2019
322,2017
322,1946
322,2016
322,1971
323,1999
323,1970
323,1961
323,2014
323,1980
323,2015
324,1974
324,1997
324,1976
324,2007
324,1996
324,1981
325,2018
325,2012
325,1962
325,2025
325,1955
325,2011
326,2000
326,1998
326,1989
326,1994
326,1966
326,1985
327,1986
327,1973
327,1995
327,1950
327,1953
327,2024
328,1968
328,1984
328,2010
328,2006
328,2023
328,1978
328,2003
329,1947
329,2005
329,1975
329,2013
329,1954
329,1992
330,1960
330,1952
330,2020
330,2002
330,1963
330,1949
330,1979
331,1969
331,2022
331,1988
331,1987
331,1958
331,1959
332,2057
332,2055
332,2069
332,2073
332,2038
332,2080
333,2072
333,2056
333,2061
333,2029
333,2033
333,2032
333,2047
334,2067
334,2039
334,2040
334,2053
334,2068
334,2059
335,2078
335,2030
335,2066
335,2049
335,2050
335,2060
336,2037
336,2064
336,2036
336,2071
336,2075
336,2070
336,2046
337,2045
337,2028
337,2034
337,2042
337,2048
337,2027
338,2031
338,2077
338,2043
338,2074
338,2065
338,2051
339,2076
339,2041
339,2054
339,2035
339,2079
339,2081
340,2052
340,2063
340,2062
340,2044
340,2058
340,2082
341,2086
341,2129
341,2114
341,2119
341,2140
341,2132
341,2131
342,2093
342,2104
342,2094
342,2084
342,2122
342,2136
343,2108
343,2143
343,2109
343,2106
343,2142
343,2126
343,2096
344,2098
344,2112
344,2134
344,2139
344,2113
344,2115
345,2137
345,2130
345,2103
345,2092
345,2141
345,2102
346,2085
346,2087
346,2099
346,2144
346,2107
346,2116
347,2133
347,2095
347,2101
347,2091
347,2117
347,2121
348,2110
348,2118
348,2088
348,2090
348,2111
348,2125
349,2135
349,2124
349,2128
349,2089
349,2145
349,2097
350,2100
350,2105
350,2120
350,2138
350,2123
350,2127
351,2174
351,2181
351,2170
351,2169
351,2204
351,2202
352,2173
352,2172
352,2164
352,2154
352,2176
352,2171
353,2196
353,2163
353,2188
353,2148
353,2153
353,2198
354,2152
354,2192
354,2156
354,2207
354,2155
354,2209
355,2201
355,2205
355,2158
355,2149
355,2191
355,2166
356,2210
356,2212
356,2147
356,2199
356,2165
356,2151
357,2179
357,2183
357,2168
357,2185
357,2195
357,2184
358,2187
358,2186
358,2157
358,2182
358,2197
358,2150
359,2203
359,2194
359,2167
359,2161
359,2200
359,2189
360,2206
360,2211
360,2180
360,2190
360,2175
360,2160
361,2159
361,2208
361,2162
361,2177
361,2178
361,2193
362,2236
362,2242
362,2233
362,2218
362,2222
362,2238
362,2237
363,2216
363,2230
363,2225
363,2219
363,2232
363,2239
364,2228
364,2229
364,2227
364,2223
364,2217
364,2215
365,2226
365,2244
365,2220
365,2234
365,2231
365,2241
366,2221
366,2243
366,2214
366,2240
366,2224
366,2235
367,2281
367,2264
367,2255
367,2253
367,2267
367,2289
368,2262
368,2258
368,2260
368,2251
368,2276
368,2293
369,2302
369,2285
369,2256
369,2272
369,2284
369,2266
370,2297
370,2292
370,2269
370,2301
370,2291
370,2257
371,2248
371,2290
371,2288
371,2263
371,2299
371,2252
372,2254
372,2249
372,2298
372,2287
372,2279
372,2259
373,2296
373,2246
373,2300
373,2277
373,2303
373,2250
374,2305
374,2247
374,2286
374,2275
374,2271
374,2261
375,2294
375,2283
375,2295
375,2304
375,2265
375,2274
376,2268
376,2270
376,2280
376,2282
376,2278
376,2273
377,2315
377,2311
377,2332
377,2339
377,2349
377,2342
377,2310
378,2343
378,2322
378,2327
378,2314
378,2340
378,2346
379,2312
379,2328
379,2347
379,2307
379,2309
379,2313
380,2348
380,2345
380,2333
380,2335
380,2319
380,2325
381,2326
381,2308
381,2336
381,2329
381,2337
381,2330
382,2334
382,2320
382,2323
382,2341
382,2324
382,2316
383,2338
383,2321
383,2317
383,2318
383,2331
383,2344
384,2391
384,2368
384,2351
384,2407
384,2359
384,2388
385,2398
385,2423
385,2418
385,2403
385,2394
385,2361
386,2387
386,2399
386,2370
386,2363
386,2405
386,2373
387,2424
387,2352
387,2360
387,2355
387,2390
387,2413
388,2402
388,2392
388,2354
388,2366
388,2379
388,2404
388,2384
389,2409
389,2377
389,2372
389,2421
389,2410
389,2408
390,2414
390,2406
390,2362
390,2369
390,2396
390,2422
391,2389
391,2357
391,2415
391,2378
391,2353
391,2386
392,2411
392,2412
392,2365
392,2417
392,2385
392,2367
392,2374
393,2401
393,2400
393,2375
393,2416
393,2383
393,2393
394,2420
394,2356
394,2382
394,2397
394,2419
394,2381
395,2364
395,2371
395,2380
395,2395
395,2358
395,2376
396,2436
396,2445
396,2459
396,2430
396,2450
396,2446
397,2431
397,2448
397,2443
397,2442
397,2456
397,2438
398,2452
398,2449
398,2429
398,2462
398,2447
398,2454
399,2463
399,2435
399,2461
399,2428
399,2433
399,2434
400,2426
400,2440
400,2441
400,2455
400,2444
400,2451
400,2453
401,2439
401,2437
401,2460
401,2427
401,2432
401,2457
401,2458
402,2515
402,2501
402,2472
402,2470
402,2500
402,2498
403,2469
403,2505
403,2466
403,2477
403,2510
403,2474
404,2521
404,2507
404,2492
404,2524
404,2506
404,2486
405,2480
405,2526
405,2487
405,2493
405,2465
405,2517
406,2520
406,2475
406,2508
406,2494
406,2499
406,2481
407,2519
407,2489
407,2484
407,2497
407,2476
407,2495
408,2529
408,2523
408,2525
408,2491
408,2514
408,2483
409,2468
409,2490
409,2471
409,2513
409,2478
409,2482
410,2467
410,2522
410,2518
410,2509
410,2511
410,2530
411,2485
411,2528
411,2502
411,2473
411,2496
411,2512
412,2479
412,2527
412,2504
412,2503
412,2488
412,2516
413,2552
413,2574
413,2541
413,2564
413,2569
413,2536
414,2548
414,2577
414,2539
414,2533
414,2535
414,2571
415,2549
415,2576
415,2542
415,2570
415,2557
415,2555
416,2551
416,2550
416,2543
416,2563
416,2545
416,2562
417,2572
417,2544
417,2559
417,2565
417,2538
417,2580
418,2532
418,2558
418,2540
418,2568
418,2560
418,2553
419,2566
419,2567
419,2578
419,2534
419,2575
419,2547
420,2579
420,2561
420,2554
420,2537
420,2546
420,2573
420,2556
421,2589
421,2620
421,2598
421,2596
421,2611
421,2617
422,2601
422,2626
422,2583
422,2610
422,2624
422,2593
423,2597
423,2621
423,2602
423,2619
423,2584
423,2606
424,2591
424,2628
424,2615
424,2627
424,2609
424,2614
425,2592
425,2618
425,2585
425,2608
425,2600
425,2586
426,2605
426,2588
426,2607
426,2594
426,2599
427,2582
427,2604
427,2623
427,2616
427,2590
427,2603
428,2587
428,2595
428,2612
428,2625
428,2622
428,2613
429,2692
429,2669
429,2695
429,2636
429,2663
429,2672
430,2658
430,2644
430,2679
430,2639
430,2680
430,2664
431,2661
431,2657
431,2655
431,2665
431,2693
431,2682
432,2689
432,2677
432,2698
432,2684
432,2690
432,2666
433,2646
433,2683
433,2688
433,2640
433,2632
433,2659
434,2653
434,2697
434,2662
434,2673
434,2650
434,2701
435,2649
435,2667
435,2670
435,2694
435,2635
435,2687
436,2676
436,2638
436,2674
436,2630
436,2648
436,2631
437,2656
437,2642
437,2654
437,2681
437,2668
437,2678
438,2675
438,2652
438,2699
438,2685
438,2691
438,2641
439,2643
439,2686
439,2651
439,2634
439,2660
439,2671
440,2647
440,2645
440,2633
440,2637
440,2700
440,2696
441,2737
441,2734
441,2722
441,2746
441,2727
441,2718
442,2710
442,2711
442,2738
442,2704
442,2745
442,2725
442,2730
443,2709
443,2712
443,2733
443,2750
443,2717
443,2755
444,2753
444,2729
444,2708
444,2754
444,2705
444,2713
445,2751
445,2764
445,2743
445,2731
445,2741
445,2762
446,2706
446,2735
446,2747
446,2739
446,2763
446,2714
447,2726
447,2757
447,2744
447,2721
447,2715
447,2728
447,2719
448,2740
448,2765
448,2749
448,2752
448,2761
448,2724
449,2736
449,2748
449,2742
449,2760
449,2707
449,2732
450,2759
450,2758
450,2756
450,2723
450,2703
450,2720
450,2716
451,2797
451,2810
451,2807
451,2802
451,2771
451,2804
451,2779
452,2772
452,2786
452,2789
452,2808
452,2788
452,2773
453,2800
453,2780
453,2801
453,2798
453,2799
453,2781
454,2770
454,2790
454,2805
454,2812
454,2778
454,2777
455,2796
455,2776
455,2787
455,2791
455,2813
455,2767
456,2795
456,2782
456,2775
456,2784
456,2785
456,2816
456,2774
457,2814
457,2806
457,2809
457,2815
457,2794
457,2803
458,2792
458,2811
458,2769
458,2768
458,2783
458,2793
459,2832
459,2823
459,2857
459,2830
459,2838
459,2821
460,2820
460,2856
460,2862
460,2836
460,2863
460,2853
461,2844
461,2860
461,2825
461,2831
461,2851
461,2842
462,2849
462,2846
462,2858
462,2841
462,2848
462,2828
463,2864
463,2852
463,2847
463,2843
463,2826
463,2837
464,2855
464,2819
464,2850
464,2827
464,2824
464,2859
465,2839
465,2854
465,2840
465,2829
465,2865
465,2835
466,2861
466,2822
466,2834
466,2833
466,2818
466,2845
467,2891
467,2906
467,2912
467,2913
467,2896
467,2887
468,2880
468,2878
468,2872
468,2883
468,2881
468,2873
469,2890
469,2900
469,2907
469,2879
469,2901
469,2889
470,2910
470,2899
470,2909
470,2911
470,2903
470,2895
471,2908
471,2892
471,2869
471,2898
471,2894
472,2905
472,2868
472,2874
472,2904
472,2882
472,2884
473,2886
473,2902
473,2897
473,2867
473,2885
473,2870
474,2877
474,2871
474,2875
474,2893
474,2876
474,2888
475,2943
475,2936
475,2929
475,2918
475,2933
475,2920
476,2960
476,2926
476,2944
476,2958
476,2952
476,2931
477,2916
477,2950
477,2937
477,2957
477,2949
477,2953
478,2927
478,2924
478,2948
478,2923
478,2932
478,2922
479,2947
479,2917
479,2939
479,2934
479,2959
479,2928
480,2915
480,2951
480,2954
480,2938
480,2940
480,2941
481,2956
481,2919
481,2935
481,2955
481,2921
481,2962
482,2942
482,2945
482,2961
482,2925
482,2946
482,2930
483,3013
483,3024
483,2972
483,3020
483,3007
483,3022
484,3026
484,2979
484,2973
484,2997
484,2966
484,3018
485,2993
485,2984
485,2982
485,2985
485,3021
485,2990
486,2967
486,3019
486,3016
486,3010
486,3015
486,2983
487,3011
487,2980
487,2964
487,3028
487,2970
487,3004
488,3009
488,3012
488,2987
488,3005
488,2965
488,2981
489,2978
489,3023
489,2996
489,2998
489,2977
489,2975
490,3014
490,2995
490,2968
490,2969
490,3000
490,2976
491,2988
491,3003
491,3002
491,2994
491,3017
491,2971
492,3001
492,3008
492,2986
492,2989
492,2974
492,3006
493,3027
493,2999
493,2992
493,2991
493,3025
494,3054
494,3032
494,3035
494,3049
494,3048
494,3039
495,3059
495,3046
495,3058
495,3064
495,3037
495,3045
496,3047
496,3036
496,3033
496,3065
496,3061
496,3052
497,3057
